src,dst,dist
"v38491","v38952",95
"v38491","v41712",18
"v38491","v44722",45
"v38491","v44922",87
"v38491","v44923",9
"v38491","v44924",52
"v38491","v44925",42
"v38497","v8565",82
"v38497","v9523",68
"v38497","v19773",55
"v38497","v37104",68
"v38497","v39662",57
"v38497","v39663",40
"v38497","v39664",42
"v38497","v39665",97
"v38497","v39666",25
"v38497","v39667",92
"v38498","v2031",64
"v38498","v8524",54
"v38498","v11609",91
"v38498","v12907",46
"v38498","v19915",1
"v38498","v24186",78
"v38498","v40031",35
"v38498","v40032",21
"v38498","v40033",56
"v38498","v40034",1
"v38501","v10112",60
"v38501","v30467",80
"v38501","v36892",41
"v38501","v40119",38
"v38501","v40619",25
"v38501","v40620",86
"v38501","v40621",52
"v38501","v40622",52
"v38501","v40623",3
"v38501","v40624",79
"v38503","v411",65
"v38503","v1344",94
"v38503","v2853",73
"v38503","v9659",62
"v38503","v29878",84
"v38503","v37788",62
"v38503","v40625",60
"v38503","v40626",65
"v38503","v40627",38
"v38503","v40628",86
"v38505","v12228",54
"v38505","v13191",16
"v38505","v21275",27
"v38505","v23855",33
"v38505","v28175",93
"v38505","v30166",42
"v38505","v31963",36
"v38505","v40629",38
"v38505","v40630",3
"v38505","v40631",47
"v38512","v1415",95
"v38512","v2045",43
"v38512","v3334",17
"v38512","v9504",100
"v38512","v11078",36
"v38512","v13858",75
"v38512","v25947",78
"v38512","v39717",15
"v38512","v40275",6
"v38512","v40276",71
"v38513","v40277",85
"v38520","v5724",10
"v38520","v17826",13
"v38520","v20820",97
"v38520","v23175",39
"v38520","v29667",46
"v38520","v32698",46
"v38520","v34297",41
"v38520","v41405",76
"v38520","v41406",43
"v38520","v41407",33
"v38525","v14756",7
"v38525","v22706",76
"v38525","v31604",73
"v38525","v39713",58
"v38525","v40475",73
"v38525","v40476",67
"v38525","v40477",1
"v38525","v40478",65
"v38525","v40479",6
"v38525","v40480",10
"v38526","v1340",20
"v38526","v6971",72
"v38526","v15183",34
"v38526","v16587",75
"v38526","v31598",97
"v38526","v32921",63
"v38526","v37622",64
"v38526","v39641",65
"v38526","v40481",35
"v38526","v40482",73
"v38527","v1739",78
"v38527","v8182",46
"v38527","v10430",66
"v38527","v33687",13
"v38527","v37244",65
"v38527","v40211",15
"v38527","v40783",4
"v38527","v40784",48
"v38527","v40785",16
"v38527","v40786",45
"v38528","v3409",94
"v38528","v9996",7
"v38528","v13578",35
"v38528","v26346",18
"v38528","v33465",63
"v38528","v37863",13
"v38528","v38527",55
"v38528","v40787",18
"v38528","v40788",31
"v38528","v40789",63
"v38535","v9268",11
"v38535","v13364",19
"v38535","v29541",56
"v38535","v39281",32
"v38535","v40203",32
"v38535","v40288",34
"v38535","v40289",2
"v38535","v40290",15
"v38535","v40291",47
"v38535","v40292",6
"v38538","v4862",74
"v38538","v18294",97
"v38538","v27721",67
"v38538","v30036",65
"v38538","v37342",76
"v38538","v39848",42
"v38538","v43735",16
"v38538","v43736",75
"v38538","v43737",77
"v38538","v43738",81
"v38539","v2390",30
"v38539","v15931",89
"v38539","v29240",71
"v38539","v35058",61
"v38539","v43739",40
"v38539","v43740",22
"v38539","v43741",33
"v38539","v43742",23
"v38539","v43743",96
"v38539","v43744",68
"v38550","v10950",57
"v38550","v19883",24
"v38550","v31644",63
"v38550","v35226",3
"v38550","v44004",58
"v38550","v44005",68
"v38550","v44006",72
"v38550","v44007",18
"v38550","v44008",2
"v38550","v44009",61
"v38555","v266",97
"v38555","v272",87
"v38555","v1107",63
"v38555","v1191",68
"v38555","v1777",63
"v38555","v1782",13
"v38555","v5921",27
"v38555","v7562",15
"v38555","v38568",45
"v38555","v38569",7
"v38559","v730",97
"v38559","v11262",30
"v38559","v28379",1
"v38559","v31111",54
"v38559","v31971",84
"v38559","v32223",30
"v38559","v35770",61
"v38559","v38979",99
"v38559","v38980",24
"v38559","v38981",95
"v38561","v8365",1
"v38561","v9523",42
"v38561","v15945",80
"v38561","v16764",71
"v38561","v17216",55
"v38561","v18366",8
"v38561","v31903",94
"v38561","v34321",35
"v38561","v41136",61
"v38561","v41137",68
"v38573","v236",38
"v38573","v35716",9
"v38573","v36005",78
"v38573","v39241",80
"v38573","v42067",15
"v38573","v42674",24
"v38573","v44729",4
"v38573","v44730",19
"v38573","v44731",10
"v38575","v1922",97
"v38575","v2216",72
"v38575","v9627",37
"v38575","v16502",20
"v38575","v19917",44
"v38575","v20683",10
"v38575","v38654",97
"v38575","v40642",76
"v38575","v40643",94
"v38575","v40644",40
"v38577","v5461",32
"v38577","v10703",92
"v38577","v11444",32
"v38577","v14829",61
"v38577","v20721",94
"v38577","v21854",8
"v38577","v25288",53
"v38577","v27041",95
"v38577","v36083",68
"v38577","v40649",43
"v38578","v1106",67
"v38578","v1705",83
"v38578","v5617",41
"v38578","v23798",59
"v38578","v28489",31
"v38578","v29294",35
"v38578","v32510",49
"v38578","v39395",46
"v38578","v39396",59
"v38578","v39397",13
"v38581","v16022",36
"v38581","v27234",80
"v38581","v37929",24
"v38581","v38196",47
"v38581","v40613",76
"v38581","v40614",93
"v38581","v40615",91
"v38581","v40616",38
"v38581","v40617",12
"v38581","v40618",65
"v38582","v2982",60
"v38582","v11984",51
"v38582","v26720",49
"v38582","v34200",96
"v38582","v35525",17
"v38582","v44241",10
"v38582","v44242",46
"v38582","v44243",56
"v38582","v44244",80
"v38588","v1868",97
"v38588","v24672",35
"v38588","v24684",61
"v38588","v29483",82
"v38588","v40403",80
"v38588","v51325",14
"v38588","v51326",10
"v38588","v51327",8
"v38588","v51328",2
"v38588","v51329",82
"v38603","v11089",13
"v38603","v14820",88
"v38603","v22202",64
"v38603","v24921",93
"v38603","v25537",1
"v38603","v33783",2
"v38603","v38930",62
"v38603","v41723",22
"v38603","v41724",51
"v38603","v41725",2
"v38605","v6021",30
"v38605","v6285",51
"v38605","v18767",90
"v38605","v22751",19
"v38605","v23607",51
"v38605","v25625",48
"v38605","v36077",88
"v38605","v37887",87
"v38605","v41726",75
"v38605","v41727",58
"v38606","v39060",17
"v38606","v40957",88
"v38606","v41728",100
"v38606","v41729",40
"v38606","v41730",3
"v38606","v41731",25
"v38606","v41732",87
"v38606","v41733",28
"v38606","v41734",71
"v38606","v41735",73
"v38607","v41736",35
"v38607","v41737",69
"v38623","v11303",73
"v38623","v20537",11
"v38623","v32680",43
"v38623","v38690",68
"v38623","v39311",2
"v38623","v39410",83
"v38623","v44256",36
"v38623","v44257",19
"v38623","v44258",6
"v38623","v44259",100
"v38625","v5807",25
"v38625","v5824",3
"v38625","v11627",15
"v38625","v13029",3
"v38625","v22918",41
"v38625","v37593",50
"v38625","v43652",28
"v38625","v46787",94
"v38625","v47772",66
"v38625","v48264",74
"v38635","v6170",2
"v38635","v25000",45
"v38635","v26103",47
"v38635","v27174",87
"v38635","v28257",98
"v38635","v36132",93
"v38635","v39564",90
"v38635","v39565",94
"v38635","v39566",51
"v38635","v39567",74
"v38644","v4368",18
"v38644","v29247",91
"v38644","v33011",31
"v38644","v39845",83
"v38644","v39846",47
"v38644","v39847",45
"v38644","v39848",65
"v38644","v39849",23
"v38644","v39850",66
"v38644","v39851",36
"v38645","v39021",78
"v38645","v39852",93
"v38645","v39853",92
"v38648","v9904",35
"v38648","v25451",11
"v38648","v27918",58
"v38648","v29661",66
"v38648","v30651",88
"v38648","v34529",19
"v38648","v35237",56
"v38648","v35423",96
"v38648","v41191",76
"v38648","v41192",11
"v38651","v4371",37
"v38651","v4661",71
"v38651","v15264",28
"v38651","v20765",76
"v38651","v23344",91
"v38651","v35400",47
"v38651","v38571",51
"v38651","v43218",88
"v38651","v43531",54
"v38651","v43532",53
"v38652","v101",9
"v38652","v2721",77
"v38652","v3680",73
"v38652","v4149",34
"v38652","v19195",100
"v38652","v30331",73
"v38652","v30935",66
"v38652","v31637",87
"v38652","v31736",25
"v38652","v35732",26
"v38652","v36766",74
"v38652","v36826",93
"v38652","v37835",57
"v38652","v40424",46
"v38652","v40892",28
"v38652","v40893",61
"v38652","v40894",42
"v38652","v40895",64
"v38652","v40896",9
"v38652","v40897",9
"v38652","v40898",80
"v38652","v40899",94
"v38652","v40900",85
"v38654","v2803",16
"v38654","v5063",92
"v38654","v14195",63
"v38654","v19801",99
"v38654","v26514",98
"v38654","v27749",56
"v38654","v29779",50
"v38654","v32527",28
"v38654","v40909",41
"v38654","v40910",96
"v38655","v11593",30
"v38655","v28149",92
"v38655","v29046",31
"v38655","v40539",17
"v38655","v42257",63
"v38655","v42258",72
"v38655","v42259",81
"v38655","v42260",43
"v38655","v42261",10
"v38655","v42262",2
"v38657","v3759",13
"v38657","v24190",22
"v38657","v34974",50
"v38657","v37326",17
"v38657","v38208",26
"v38657","v39980",76
"v38657","v40671",3
"v38657","v41907",88
"v38657","v42776",19
"v38657","v42777",88
"v38658","v2959",4
"v38658","v3138",85
"v38658","v5053",24
"v38658","v14752",23
"v38658","v23405",17
"v38658","v24544",2
"v38658","v30182",36
"v38658","v31876",57
"v38658","v39175",18
"v38659","v741",65
"v38659","v3793",31
"v38659","v7869",1
"v38659","v9390",2
"v38659","v10707",50
"v38659","v37655",77
"v38659","v38861",28
"v38659","v39176",57
"v38659","v39177",27
"v38659","v39178",22
"v38664","v24900",42
"v38664","v29305",39
"v38664","v32275",44
"v38664","v33888",66
"v38664","v39503",45
"v38664","v39504",73
"v38664","v39505",41
"v38664","v39506",53
"v38664","v39507",62
"v38664","v39508",55
"v38666","v10530",47
"v38666","v17855",72
"v38666","v29997",23
"v38666","v30330",6
"v38666","v38915",18
"v38666","v40437",32
"v38666","v40438",14
"v38666","v40439",19
"v38666","v40440",27
"v38666","v40441",54
"v38681","v6132",90
"v38681","v10846",99
"v38681","v13872",89
"v38681","v19363",34
"v38681","v22482",30
"v38681","v28033",98
"v38681","v37495",93
"v38681","v38968",64
"v38681","v39083",82
"v38681","v39084",46
"v38686","v42687",78
"v38690","v5287",3
"v38690","v26769",48
"v38690","v34935",72
"v38690","v42631",16
"v38690","v43730",63
"v38690","v44725",67
"v38690","v44726",91
"v38690","v44727",6
"v38690","v44728",76
"v38694","v11639",92
"v38694","v13249",86
"v38694","v18147",94
"v38694","v26341",40
"v38694","v38844",19
"v38694","v38845",60
"v38694","v38846",87
"v38694","v38847",79
"v38694","v38848",21
"v38694","v38849",95
"v38699","v24981",40
"v38699","v35365",62
"v38699","v40428",2
"v38699","v42707",12
"v38699","v42708",38
"v38699","v42709",90
"v38699","v42710",6
"v38699","v42711",32
"v38699","v42712",65
"v38699","v42713",93
"v38708","v38714",9
"v38711","v3809",30
"v38711","v13596",72
"v38711","v18577",67
"v38711","v18957",73
"v38711","v19264",84
"v38711","v30526",58
"v38711","v39736",2
"v38711","v39737",75
"v38711","v39738",90
"v38711","v39739",67
"v38722","v41085",23
"v38723","v1226",49
"v38723","v5628",65
"v38723","v9521",46
"v38723","v22383",75
"v38723","v28306",33
"v38723","v44951",85
"v38723","v44952",58
"v38723","v44953",91
"v38723","v44954",79
"v38723","v44955",62
"v38724","v2425",35
"v38724","v16816",64
"v38724","v44956",60
"v38724","v44957",64
"v38724","v44958",52
"v38724","v44959",44
"v38724","v44960",22
"v38724","v44961",78
"v38724","v44962",47
"v38724","v44963",9
"v38725","v41267",34
"v38725","v44964",22
"v38725","v44965",20
"v38728","v4421",34
"v38728","v11262",90
"v38728","v15112",39
"v38728","v26364",6
"v38728","v35307",37
"v38728","v39279",22
"v38728","v39457",84
"v38728","v39458",19
"v38728","v39459",52
"v38728","v39460",42
"v38733","v384",15
"v38733","v10318",50
"v38733","v30830",86
"v38733","v40192",100
"v38733","v41998",80
"v38733","v41999",100
"v38733","v42000",57
"v38733","v42001",18
"v38733","v42002",81
"v38733","v42003",55
"v38734","v5796",94
"v38734","v6203",4
"v38734","v7182",38
"v38734","v8837",72
"v38734","v10113",29
"v38734","v35530",44
"v38734","v42006",56
"v38734","v42007",11
"v38740","v12347",3
"v38740","v24015",64
"v38740","v25802",21
"v38740","v33476",56
"v38740","v34403",88
"v38740","v39381",29
"v38740","v39382",13
"v38740","v39383",41
"v38740","v39384",12
"v38740","v39385",23
"v38741","v33870",30
"v38743","v3552",96
"v38743","v6887",97
"v38743","v9385",63
"v38743","v9388",2
"v38743","v12742",6
"v38743","v18638",63
"v38743","v19292",19
"v38743","v39360",51
"v38743","v39361",26
"v38743","v39362",17
"v38748","v585",79
"v38748","v764",2
"v38748","v770",55
"v38748","v771",56
"v38748","v1249",98
"v38748","v1250",65
"v38748","v1253",67
"v38748","v3006",86
"v38748","v11313",50
"v38748","v13462",96
"v38753","v10550",39
"v38753","v11457",58
"v38753","v16418",10
"v38753","v26913",15
"v38753","v29363",59
"v38753","v32447",50
"v38753","v33044",73
"v38753","v40151",47
"v38753","v40536",10
"v38753","v40537",92
"v38755","v6776",95
"v38757","v21579",94
"v38757","v34397",77
"v38757","v36061",45
"v38757","v41598",31
"v38757","v41599",73
"v38757","v41600",1
"v38757","v41601",99
"v38757","v41602",45
"v38757","v41603",52
"v38757","v41604",86
"v38767","v3498",82
"v38767","v4487",37
"v38767","v7404",78
"v38767","v9847",11
"v38767","v11441",58
"v38767","v11866",73
"v38767","v12559",89
"v38767","v13892",41
"v38767","v17409",12
"v38767","v20287",88
"v38767","v20392",59
"v38767","v20591",51
"v38767","v21319",29
"v38767","v22582",90
"v38767","v25978",32
"v38767","v26132",89
"v38767","v26530",15
"v38767","v26673",27
"v38767","v29870",19
"v38767","v29933",22
"v38767","v33093",73
"v38767","v33279",71
"v38767","v34228",87
"v38767","v37843",15
"v38767","v38917",64
"v38767","v39880",24
"v38767","v40110",66
"v38767","v42194",81
"v38767","v42281",77
"v38767","v42282",10
"v38767","v42283",86
"v38767","v42284",79
"v38767","v42285",28
"v38767","v42286",87
"v38767","v42287",71
"v38767","v42288",15
"v38767","v42289",32
"v38767","v42290",23
"v38767","v42291",38
"v38767","v42292",98
"v38767","v42293",50
"v38767","v42294",24
"v38767","v42295",89
"v38767","v42296",73
"v38767","v42297",44
"v38768","v6614",93
"v38768","v25241",41
"v38768","v26986",29
"v38768","v34150",74
"v38768","v37797",83
"v38768","v39780",7
"v38768","v42298",22
"v38768","v42299",80
"v38768","v42300",28
"v38768","v42301",23
"v38772","v747",51
"v38772","v5374",92
"v38772","v10955",38
"v38772","v23667",97
"v38772","v23677",38
"v38772","v23681",96
"v38772","v23682",51
"v38772","v28047",78
"v38772","v30624",33
"v38772","v46128",50
"v38786","v1908",58
"v38786","v8173",56
"v38786","v8236",43
"v38786","v13033",78
"v38786","v21764",73
"v38786","v24094",76
"v38786","v32530",27
"v38786","v39020",52
"v38786","v39021",73
"v38786","v39022",81
"v38793","v22896",6
"v38801","v20126",20
"v38801","v27157",68
"v38801","v40072",31
"v38801","v40548",37
"v38801","v42946",29
"v38801","v42947",35
"v38801","v42948",14
"v38801","v42949",92
"v38801","v42950",88
"v38805","v8333",45
"v38805","v14808",31
"v38805","v16808",61
"v38805","v20928",33
"v38805","v23487",6
"v38805","v24260",89
"v38805","v29846",93
"v38805","v33819",66
"v38805","v35309",82
"v38805","v42951",36
"v38806","v4820",96
"v38806","v5115",90
"v38806","v8523",13
"v38806","v10946",87
"v38806","v11083",1
"v38806","v11716",71
"v38806","v32312",84
"v38806","v32408",92
"v38806","v38555",54
"v38806","v38556",45
"v38809","v10639",20
"v38809","v11317",100
"v38809","v11956",85
"v38809","v13679",42
"v38809","v29888",90
"v38809","v41523",61
"v38809","v45423",78
"v38809","v45424",93
"v38809","v45425",45
"v38813","v67",48
"v38813","v7876",97
"v38813","v12524",11
"v38813","v16832",99
"v38813","v19622",55
"v38813","v36297",95
"v38813","v38623",42
"v38813","v40216",84
"v38813","v40333",31
"v38813","v41191",29
"v38825","v30431",45
"v38825","v35727",42
"v38825","v38649",35
"v38825","v38655",22
"v38825","v41568",49
"v38825","v41569",14
"v38825","v41570",1
"v38825","v41571",49
"v38825","v41572",23
"v38825","v41573",63
"v38827","v41688",78
"v38829","v411",77
"v38829","v1868",20
"v38829","v1900",30
"v38829","v2372",88
"v38829","v3200",93
"v38829","v10682",3
"v38829","v16361",17
"v38829","v19682",62
"v38829","v19700",66
"v38829","v24672",97
"v38835","v5295",62
"v38835","v12047",45
"v38835","v26110",17
"v38835","v31111",74
"v38835","v37373",65
"v38835","v40133",99
"v38835","v40134",13
"v38835","v40135",13
"v38835","v40136",100
"v38835","v40137",58
"v38837","v4491",91
"v38837","v4494",42
"v38837","v6714",48
"v38837","v32186",48
"v38837","v32604",99
"v38837","v34089",52
"v38837","v36907",18
"v38837","v38557",97
"v38837","v40138",75
"v38837","v40139",33
"v38838","v4509",77
"v38838","v9754",79
"v38838","v36242",57
"v38838","v37358",49
"v38838","v45640",64
"v38838","v45808",32
"v38838","v45809",70
"v38838","v45810",10
"v38838","v45811",90
"v38838","v45812",5
"v38846","v9927",83
"v38846","v18543",62
"v38846","v29334",68
"v38846","v30239",40
"v38846","v34315",63
"v38846","v35845",26
"v38846","v47701",19
"v38846","v47702",58
"v38846","v47703",85
"v38846","v47704",94
"v38848","v198",26
"v38848","v585",40
"v38848","v1538",74
"v38848","v27591",61
"v38848","v33820",42
"v38848","v43542",25
"v38848","v46522",71
"v38848","v54613",36
"v38848","v55569",11
"v38848","v55570",29
"v38850","v4857",96
"v38850","v16750",43
"v38850","v23388",51
"v38850","v28705",21
"v38850","v36395",60
"v38850","v41352",73
"v38850","v44780",25
"v38850","v47243",33
"v38850","v47244",80
"v38850","v47245",99
"v38851","v7490",10
"v38851","v7530",95
"v38851","v8952",41
"v38851","v15339",53
"v38851","v17099",100
"v38851","v29401",18
"v38851","v47788",75
"v38851","v50884",54
"v38851","v50885",43
"v38851","v50886",48
"v38853","v17963",59
"v38853","v22101",69
"v38853","v33733",40
"v38853","v37717",36
"v38853","v50416",41
"v38853","v50685",85
"v38853","v50887",56
"v38853","v50888",3
"v38853","v50889",89
"v38853","v50890",4
"v38856","v434",42
"v38856","v918",77
"v38856","v921",94
"v38856","v1849",93
"v38856","v2016",92
"v38856","v2202",95
"v38856","v6583",23
"v38856","v10879",36
"v38856","v20071",19
"v38856","v29404",73
"v38857","v33857",11
"v38857","v35425",23
"v38857","v37935",66
"v38857","v43090",67
"v38857","v43091",55
"v38857","v43092",74
"v38857","v43093",76
"v38857","v43094",33
"v38857","v43095",70
"v38857","v43096",81
"v38860","v11476",86
"v38860","v13348",66
"v38860","v28320",38
"v38860","v31758",30
"v38860","v33760",70
"v38860","v35481",60
"v38860","v35566",3
"v38860","v36940",84
"v38860","v43097",35
"v38860","v43098",11
"v38862","v10496",63
"v38862","v27268",73
"v38862","v40201",83
"v38862","v43870",98
"v38862","v43871",50
"v38862","v43872",60
"v38862","v43873",87
"v38862","v43874",95
"v38862","v43875",76
"v38862","v43876",96
"v38866","v4684",83
"v38866","v7876",67
"v38866","v28906",16
"v38866","v29420",63
"v38866","v37017",45
"v38866","v38826",1
"v38866","v41132",85
"v38866","v41133",89
"v38866","v41134",62
"v38866","v41135",66
"v38870","v388",95
"v38870","v7737",82
"v38870","v18272",91
"v38870","v26643",44
"v38870","v38959",33
"v38870","v46266",76
"v38870","v48421",48
"v38870","v50984",28
"v38870","v58421",52
"v38874","v421",49
"v38874","v11573",47
"v38874","v22298",47
"v38874","v23675",44
"v38874","v24647",89
"v38874","v39922",7
"v38874","v41194",32
"v38874","v41430",38
"v38874","v41560",98
"v38874","v42357",28
"v38875","v5021",7
"v38875","v8903",56
"v38875","v16697",35
"v38875","v16750",33
"v38875","v17022",47
"v38875","v28769",48
"v38875","v40636",18
"v38875","v41391",36
"v38875","v43778",16
"v38885","v31550",62
"v38885","v32501",72
"v38885","v38570",40
"v38885","v39126",35
"v38885","v39127",87
"v38885","v39128",54
"v38885","v39129",67
"v38885","v39130",22
"v38885","v39131",51
"v38885","v39132",55
"v38891","v2793",96
"v38891","v3544",73
"v38891","v7106",65
"v38891","v18987",17
"v38891","v21962",16
"v38891","v34252",92
"v38891","v40288",40
"v38891","v40574",45
"v38891","v40973",82
"v38891","v44608",32
"v38892","v378",94
"v38892","v19185",59
"v38892","v28266",25
"v38892","v28704",21
"v38892","v30448",63
"v38892","v35630",100
"v38892","v36380",34
"v38892","v37577",8
"v38892","v44609",24
"v38892","v44610",41
"v38894","v4326",71
"v38894","v12816",60
"v38894","v13274",60
"v38894","v20271",23
"v38894","v24150",100
"v38894","v24872",2
"v38894","v30736",39
"v38894","v35619",100
"v38894","v35827",16
"v38894","v38978",80
"v38907","v4204",38
"v38907","v8423",63
"v38907","v9504",69
"v38907","v14130",98
"v38907","v25298",90
"v38907","v32139",75
"v38907","v34513",4
"v38907","v43039",57
"v38907","v43040",41
"v38915","v993",83
"v38915","v1732",17
"v38915","v7885",75
"v38915","v7910",53
"v38915","v9413",54
"v38915","v13654",33
"v38915","v15306",12
"v38915","v15870",93
"v38915","v17235",59
"v38915","v43911",3
"v38917","v17213",39
"v38917","v18964",96
"v38917","v19647",58
"v38917","v23674",59
"v38917","v30682",50
"v38917","v31984",91
"v38917","v39046",78
"v38917","v41654",24
"v38917","v41655",79
"v38917","v41656",32
"v38921","v2997",42
"v38921","v10956",84
"v38921","v15588",22
"v38921","v18629",71
"v38921","v28545",69
"v38921","v36937",92
"v38921","v39301",78
"v38921","v39302",8
"v38921","v39303",14
"v38921","v39304",73
"v38924","v2700",9
"v38924","v3406",32
"v38924","v13217",33
"v38924","v19424",88
"v38924","v22989",29
"v38924","v36801",85
"v38924","v37736",87
"v38924","v39094",89
"v38924","v42912",1
"v38924","v42913",23
"v38933","v17258",3
"v38933","v18257",16
"v38933","v21801",100
"v38933","v26689",83
"v38933","v28632",46
"v38933","v36593",76
"v38933","v40407",50
"v38933","v41149",80
"v38933","v41150",84
"v38933","v41151",87
"v38939","v4921",92
"v38939","v10447",66
"v38939","v11184",59
"v38939","v35230",47
"v38939","v40055",26
"v38939","v46952",11
"v38939","v58969",74
"v38939","v59865",97
"v38939","v61502",97
"v38939","v61503",27
"v38941","v2351",14
"v38941","v3504",53
"v38941","v4743",21
"v38941","v9959",35
"v38941","v23817",21
"v38941","v35916",59
"v38941","v42212",8
"v38941","v56602",68
"v38941","v61504",47
"v38941","v61505",31
"v38942","v2646",67
"v38942","v16560",83
"v38942","v17782",69
"v38942","v22036",1
"v38942","v27996",90
"v38942","v28090",29
"v38942","v46213",99
"v38942","v47547",2
"v38942","v47548",41
"v38942","v47549",60
"v38943","v11049",13
"v38943","v11090",20
"v38943","v11628",49
"v38943","v18495",87
"v38943","v39767",79
"v38943","v44259",56
"v38943","v53291",29
"v38943","v57087",47
"v38943","v57088",30
"v38950","v8423",45
"v38950","v23848",85
"v38950","v26896",70
"v38950","v35848",100
"v38950","v39598",74
"v38950","v40278",69
"v38950","v40279",21
"v38950","v40280",83
"v38950","v40281",21
"v38950","v40282",96
"v38953","v4783",80
"v38953","v10219",24
"v38953","v12551",15
"v38953","v16358",75
"v38953","v17036",97
"v38953","v25325",74
"v38953","v39528",3
"v38953","v40283",1
"v38953","v40284",11
"v38953","v40285",44
"v38954","v6305",98
"v38954","v7938",52
"v38954","v33600",16
"v38954","v33699",55
"v38954","v38525",4
"v38954","v46984",37
"v38954","v52669",14
"v38954","v52670",77
"v38954","v52671",89
"v38954","v52672",34
"v38958","v1779",14
"v38958","v8320",82
"v38958","v8751",32
"v38958","v10012",83
"v38958","v17344",57
"v38958","v18969",8
"v38958","v26736",60
"v38958","v45038",21
"v38958","v47753",58
"v38958","v53096",13
"v38959","v30513",43
"v38959","v33178",49
"v38959","v38954",18
"v38959","v47533",36
"v38959","v50030",50
"v38959","v53097",70
"v38959","v53098",30
"v38959","v53099",99
"v38959","v53100",3
"v38959","v53101",19
"v38961","v12228",90
"v38961","v20820",30
"v38961","v21634",64
"v38961","v22440",5
"v38961","v37949",39
"v38961","v42643",32
"v38961","v43081",66
"v38961","v52413",92
"v38961","v53102",64
"v38961","v53103",38
"v38971","v7027",75
"v38971","v13374",67
"v38971","v14840",54
"v38971","v18367",84
"v38971","v21077",91
"v38971","v27329",68
"v38971","v29733",2
"v38971","v30675",75
"v38971","v32333",96
"v38971","v39877",81
"v38973","v4091",78
"v38973","v7547",66
"v38973","v16148",74
"v38973","v26935",3
"v38973","v27329",30
"v38973","v30768",5
"v38973","v39184",49
"v38973","v39879",27
"v38973","v39880",77
"v38973","v39881",78
"v38976","v1218",47
"v38976","v8340",75
"v38976","v12338",75
"v38976","v15953",68
"v38976","v19980",52
"v38976","v37237",57
"v38976","v41408",75
"v38976","v41409",53
"v38976","v41410",68
"v38976","v41411",55
"v38977","v6411",62
"v38977","v19796",75
"v38977","v22221",50
"v38977","v23373",59
"v38977","v36588",77
"v38977","v39185",72
"v38977","v41412",44
"v38977","v41413",59
"v38977","v41414",30
"v38978","v1875",18
"v38978","v14758",59
"v38978","v26370",1
"v38978","v30473",54
"v38978","v34708",81
"v38978","v36766",30
"v38978","v40229",24
"v38978","v41823",81
"v38978","v41824",49
"v38990","v6420",71
"v38990","v30882",84
"v38990","v33679",18
"v38990","v41158",4
"v38990","v41159",82
"v38990","v41160",58
"v38990","v41161",29
"v38990","v41162",85
"v38990","v41163",40
"v38990","v41164",23
"v38994","v3340",32
"v38994","v7238",36
"v38994","v10798",24
"v38994","v22776",8
"v38994","v37853",83
"v38994","v40531",93
"v38994","v40532",37
"v38994","v40533",83
"v38994","v40534",47
"v38994","v40535",98
"v38996","v185",78
"v38996","v3719",95
"v38996","v16515",5
"v38996","v26662",41
"v38996","v27782",74
"v38996","v31453",83
"v38996","v31462",23
"v38996","v38751",26
"v38996","v39418",50
"v38996","v39419",97
"v38997","v4735",71
"v38997","v4978",14
"v38997","v6292",86
"v38997","v11688",97
"v38997","v24999",38
"v38997","v39420",48
"v38997","v39421",47
"v38997","v39422",16
"v38997","v39423",100
"v38997","v39424",21
"v39000","v8592",61
"v39000","v14593",3
"v39000","v15913",13
"v39000","v38874",47
"v39000","v41068",96
"v39000","v41069",22
"v39000","v41070",77
"v39000","v41071",51
"v39000","v41072",55
"v39001","v9754",8
"v39001","v19694",16
"v39001","v32632",13
"v39001","v37055",77
"v39001","v41073",35
"v39001","v41074",37
"v39001","v41075",94
"v39001","v41076",79
"v39004","v617",4
"v39004","v9577",80
"v39004","v30308",16
"v39004","v33685",60
"v39004","v41329",4
"v39004","v41330",57
"v39004","v41331",3
"v39004","v41332",46
"v39004","v41333",47
"v39004","v41334",97
"v39006","v1005",26
"v39006","v4821",29
"v39006","v14137",43
"v39006","v14173",21
"v39006","v24971",86
"v39006","v37929",16
"v39006","v46286",78
"v39006","v46287",7
"v39007","v5575",55
"v39007","v12553",47
"v39007","v38164",41
"v39007","v38891",66
"v39007","v43866",97
"v39007","v44320",69
"v39007","v49156",60
"v39007","v51566",37
"v39007","v57284",13
"v39007","v57485",87
"v39009","v28998",43
"v39009","v32291",52
"v39009","v59769",36
"v39012","v5185",46
"v39012","v26946",20
"v39012","v36987",7
"v39012","v40085",29
"v39012","v40324",46
"v39012","v40325",28
"v39012","v40326",87
"v39013","v12065",3
"v39013","v14759",95
"v39013","v26913",14
"v39013","v31798",5
"v39013","v34129",45
"v39013","v39276",46
"v39013","v40034",57
"v39013","v40327",18
"v39013","v40328",99
"v39013","v40329",82
"v39020","v1950",12
"v39020","v4732",82
"v39020","v18323",66
"v39020","v42629",37
"v39020","v43056",86
"v39020","v43057",93
"v39020","v43058",3
"v39020","v43059",54
"v39020","v43060",22
"v39020","v43061",10
"v39021","v585",37
"v39021","v2009",80
"v39021","v43029",79
"v39021","v47491",72
"v39021","v47510",11
"v39021","v47511",53
"v39021","v47512",36
"v39021","v47513",2
"v39021","v47514",92
"v39021","v47515",4
"v39023","v10921",35
"v39023","v11387",77
