id,data
"v26795",4
"v26796",3
"v26797",0
"v26798",3
"v26799",4
"v26800",4
"v26801",1
"v26802",2
"v26803",4
"v26804",1
"v26805",1
"v26806",0
"v26807",3
"v26808",3
"v26809",2
"v26810",1
"v26811",3
"v26812",4
"v26813",4
"v26814",1
"v26815",1
"v26816",4
"v26817",0
"v26818",3
"v26819",3
"v26820",2
"v26821",2
"v26822",1
"v26823",3
"v26824",4
"v26825",0
"v26826",1
"v26827",3
"v26828",2
"v26829",0
"v26830",4
"v26831",2
"v26832",2
"v26833",0
"v26834",2
"v26835",2
"v26836",0
"v26837",1
"v26838",4
"v26839",2
"v26840",0
"v26841",4
"v26842",2
"v26843",3
"v26844",1
"v26845",1
"v26846",1
"v26847",2
"v26848",2
"v26849",1
"v26850",4
"v26851",2
"v26852",2
"v26853",2
"v26854",2
"v26855",3
"v26856",1
"v26857",2
"v26858",0
"v26859",0
"v26860",0
"v26861",2
"v26862",0
"v26863",0
"v26864",0
"v26865",2
"v26866",3
"v26867",2
"v26868",2
"v26869",1
"v26870",2
"v26871",0
"v26872",0
"v26873",1
"v26874",1
"v26875",3
"v26876",0
"v26877",3
"v26878",0
"v26879",2
"v26880",1
"v26881",3
"v26882",4
"v26883",2
"v26884",1
"v26885",1
"v26886",3
"v26887",1
"v26888",1
"v26889",2
"v26890",2
"v26891",4
"v26892",1
"v26893",4
"v26894",4
"v26895",4
"v26896",4
"v26897",4
"v26898",3
"v26899",0
"v26900",1
"v26901",1
"v26902",1
"v26903",3
"v26904",4
"v26905",0
"v26906",2
"v26907",4
"v26908",3
"v26909",4
"v26910",1
"v26911",3
"v26912",2
"v26913",0
"v26914",1
"v26915",2
"v26916",1
"v26917",2
"v26918",0
"v26919",2
"v26920",3
"v26921",4
"v26922",0
"v26923",3
"v26924",4
"v26925",4
"v26926",0
"v26927",4
"v26928",3
"v26929",0
"v26930",4
"v26931",2
"v26932",2
"v26933",1
"v26934",3
"v26935",4
"v26936",2
"v26937",4
"v26938",2
"v26939",4
"v26940",0
"v26941",3
"v26942",3
"v26943",1
"v26944",3
"v26945",4
"v26946",3
"v26947",0
"v26948",0
"v26949",0
"v26950",3
"v26951",4
"v26952",0
"v26953",3
"v26954",2
"v26955",2
"v26956",1
"v26957",1
"v26958",4
"v26959",4
"v26960",2
"v26961",4
"v26962",3
"v26963",3
"v26964",4
"v26965",4
"v26966",4
"v26967",2
"v26968",3
"v26969",2
"v26970",3
"v26971",4
"v26972",3
"v26973",4
"v26974",4
"v26975",4
"v26976",4
"v26977",4
"v26978",4
"v26979",4
"v26980",1
"v26981",2
"v26982",3
"v26983",1
"v26984",3
"v26985",0
"v26986",0
"v26987",3
"v26988",1
"v26989",4
"v26990",4
"v26991",2
"v26992",4
"v26993",4
"v26994",4
"v26995",3
"v26996",3
"v26997",1
"v26998",2
"v26999",3
"v27000",2
"v27001",0
"v27002",4
"v27003",2
"v27004",4
"v27005",3
"v27006",0
"v27007",1
"v27008",1
"v27009",3
"v27010",2
"v27011",1
"v27012",0
"v27013",0
"v27014",2
"v27015",2
"v27016",3
"v27017",2
"v27018",4
"v27019",1
"v27020",4
"v27021",0
"v27022",2
"v27023",4
"v27024",3
"v27025",4
"v27026",2
"v27027",4
"v27028",1
"v27029",1
"v27030",4
"v27031",3
"v27032",3
"v27033",0
"v27034",3
"v27035",0
"v27036",0
"v27037",3
"v27038",3
"v27039",3
"v27040",2
"v27041",3
"v27042",0
"v27043",2
"v27044",2
"v27045",3
"v27046",1
"v27047",2
"v27048",4
"v27049",2
"v27050",4
"v27051",1
"v27052",1
"v27053",4
"v27054",0
"v27055",4
"v27056",4
"v27057",3
"v27058",1
"v27059",0
"v27060",3
"v27061",2
"v27062",1
"v27063",3
"v27064",4
"v27065",3
"v27066",0
"v27067",2
"v27068",1
"v27069",0
"v27070",4
"v27071",0
"v27072",3
"v27073",4
"v27074",1
"v27075",4
"v27076",2
"v27077",3
"v27078",1
"v27079",3
"v27080",1
"v27081",4
"v27082",1
"v27083",4
"v27084",3
"v27085",2
"v27086",0
"v27087",1
"v27088",1
"v27089",1
"v27090",3
"v27091",0
"v27092",0
"v27093",1
"v27094",3
"v27095",0
"v27096",4
"v27097",0
"v27098",1
"v27099",2
"v27100",2
"v27101",2
"v27102",1
"v27103",1
"v27104",3
"v27105",4
"v27106",4
"v27107",2
"v27108",3
"v27109",2
"v27110",0
"v27111",2
"v27112",1
"v27113",4
"v27114",2
"v27115",0
"v27116",4
"v27117",3
"v27118",1
"v27119",0
"v27120",0
"v27121",0
"v27122",1
"v27123",4
"v27124",2
"v27125",3
"v27126",1
"v27127",1
"v27128",0
"v27129",2
"v27130",1
"v27131",1
"v27132",4
"v27133",0
"v27134",1
"v27135",2
"v27136",3
"v27137",3
"v27138",2
"v27139",3
"v27140",2
"v27141",4
"v27142",4
"v27143",3
"v27144",2
"v27145",2
"v27146",1
"v27147",3
"v27148",0
"v27149",4
"v27150",1
"v27151",2
"v27152",0
"v27153",2
"v27154",3
"v27155",1
"v27156",0
"v27157",0
"v27158",3
"v27159",3
"v27160",4
"v27161",2
"v27162",4
"v27163",2
"v27164",0
"v27165",0
"v27166",3
"v27167",4
"v27168",0
"v27169",1
"v27170",2
"v27171",3
"v27172",4
"v27173",1
"v27174",2
"v27175",0
"v27176",4
"v27177",2
"v27178",4
"v27179",1
"v27180",3
"v27181",1
"v27182",3
"v27183",3
"v27184",4
"v27185",0
"v27186",2
"v27187",4
"v27188",3
"v27189",2
"v27190",4
"v27191",2
"v27192",4
"v27193",3
"v27194",4
"v27195",0
"v27196",1
"v27197",0
"v27198",0
"v27199",0
"v27200",2
"v27201",4
"v27202",0
"v27203",4
"v27204",1
"v27205",0
"v27206",4
"v27207",4
"v27208",1
"v27209",0
"v27210",2
"v27211",3
"v27212",2
"v27213",4
"v27214",2
"v27215",0
"v27216",1
"v27217",0
"v27218",0
"v27219",1
"v27220",1
"v27221",2
"v27222",0
"v27223",0
"v27224",2
"v27225",3
"v27226",2
"v27227",3
"v27228",3
"v27229",1
"v27230",1
"v27231",2
"v27232",1
"v27233",2
"v27234",3
"v27235",0
"v27236",1
"v27237",4
"v27238",0
"v27239",4
"v27240",0
"v27241",3
"v27242",1
"v27243",0
"v27244",2
"v27245",4
"v27246",4
"v27247",4
"v27248",4
"v27249",1
"v27250",1
"v27251",1
"v27252",1
"v27253",0
"v27254",2
"v27255",1
"v27256",2
"v27257",1
"v27258",4
"v27259",2
"v27260",0
"v27261",4
"v27262",1
"v27263",0
"v27264",4
"v27265",4
"v27266",0
"v27267",1
"v27268",0
"v27269",3
"v27270",4
"v27271",3
"v27272",0
"v27273",4
"v27274",4
"v27275",2
"v27276",4
"v27277",3
"v27278",1
"v27279",1
"v27280",4
"v27281",3
"v27282",1
"v27283",2
"v27284",3
"v27285",1
"v27286",1
"v27287",1
"v27288",1
"v27289",1
"v27290",1
"v27291",4
"v27292",3
"v27293",4
"v27294",4
"v27295",3
"v27296",4
"v27297",3
"v27298",3
"v27299",0
"v27300",3
"v27301",0
"v27302",2
"v27303",3
"v27304",3
"v27305",2
"v27306",1
"v27307",1
"v27308",4
"v27309",0
"v27310",2
"v27311",1
"v27312",2
"v27313",2
"v27314",1
"v27315",0
"v27316",2
"v27317",2
"v27318",2
"v27319",2
"v27320",2
"v27321",4
"v27322",0
"v27323",3
"v27324",0
"v27325",2
"v27326",0
"v27327",1
"v27328",3
"v27329",0
"v27330",3
"v27331",2
"v27332",4
"v27333",4
"v27334",3
"v27335",1
"v27336",4
"v27337",1
"v27338",3
"v27339",4
"v27340",4
"v27341",0
"v27342",3
"v27343",4
"v27344",0
"v27345",2
"v27346",2
"v27347",2
"v27348",2
"v27349",0
"v27350",3
"v27351",4
"v27352",3
"v27353",3
"v27354",1
"v27355",3
"v27356",1
"v27357",2
"v27358",3
"v27359",2
"v27360",0
"v27361",0
"v27362",4
"v27363",4
"v27364",3
"v27365",2
"v27366",0
"v27367",4
"v27368",3
"v27369",0
"v27370",0
"v27371",4
"v27372",1
"v27373",4
"v27374",2
"v27375",2
"v27376",3
"v27377",1
"v27378",4
"v27379",2
"v27380",0
"v27381",0
"v27382",3
"v27383",3
"v27384",4
"v27385",4
"v27386",2
"v27387",4
"v27388",1
"v27389",0
"v27390",2
"v27391",4
"v27392",3
"v27393",0
"v27394",3
"v27395",0
"v27396",4
"v27397",3
"v27398",1
"v27399",2
"v27400",3
"v27401",1
"v27402",3
"v27403",3
"v27404",2
"v27405",1
"v27406",3
"v27407",2
"v27408",3
"v27409",2
"v27410",2
"v27411",2
"v27412",2
"v27413",2
"v27414",3
"v27415",0
"v27416",4
"v27417",1
"v27418",3
"v27419",2
"v27420",4
"v27421",0
"v27422",3
"v27423",3
"v27424",0
"v27425",0
"v27426",0
"v27427",1
"v27428",0
"v27429",2
"v27430",2
"v27431",4
"v27432",4
"v27433",2
"v27434",4
"v27435",1
"v27436",1
"v27437",4
"v27438",1
"v27439",4
"v27440",2
"v27441",0
"v27442",2
"v27443",2
"v27444",2
"v27445",3
"v27446",0
"v27447",1
"v27448",4
"v27449",3
"v27450",3
"v27451",4
"v27452",3
"v27453",4
"v27454",1
"v27455",0
"v27456",0
"v27457",4
"v27458",2
"v27459",3
"v27460",0
"v27461",3
"v27462",1
"v27463",3
"v27464",4
"v27465",3
"v27466",3
"v27467",4
"v27468",0
"v27469",0
"v27470",3
"v27471",1
"v27472",0
"v27473",3
"v27474",3
"v27475",3
"v27476",2
"v27477",0
"v27478",2
"v27479",1
"v27480",4
"v27481",4
"v27482",0
"v27483",3
"v27484",0
"v27485",3
"v27486",3
"v27487",1
"v27488",3
"v27489",4
"v27490",4
"v27491",1
"v27492",0
"v27493",2
"v27494",1
"v27495",3
"v27496",0
"v27497",3
"v27498",0
"v27499",0
"v27500",1
"v27501",4
"v27502",2
"v27503",4
"v27504",0
"v27505",4
"v27506",3
"v27507",3
"v27508",0
"v27509",1
"v27510",3
"v27511",0
"v27512",2
"v27513",3
"v27514",0
"v27515",0
"v27516",3
"v27517",1
"v27518",2
"v27519",0
"v27520",1
"v27521",0
"v27522",1
"v27523",1
"v27524",3
"v27525",4
"v27526",1
"v27527",1
"v27528",0
"v27529",4
"v27530",2
"v27531",3
"v27532",4
"v27533",2
"v27534",3
"v27535",4
"v27536",1
"v27537",2
"v27538",3
"v27539",4
"v27540",0
"v27541",2
"v27542",0
"v27543",2
"v27544",2
"v27545",1
"v27546",3
"v27547",1
"v27548",3
"v27549",3
"v27550",4
"v27551",2
"v27552",4
"v27553",2
"v27554",2
"v27555",3
"v27556",2
"v27557",3
"v27558",1
"v27559",1
"v27560",0
"v27561",4
"v27562",4
"v27563",2
"v27564",1
"v27565",3
"v27566",1
"v27567",3
"v27568",3
"v27569",3
"v27570",1
"v27571",2
"v27572",4
"v27573",3
"v27574",3
"v27575",2
"v27576",1
"v27577",3
"v27578",3
"v27579",2
"v27580",1
"v27581",4
"v27582",4
"v27583",4
"v27584",2
"v27585",0
"v27586",2
"v27587",2
"v27588",3
"v27589",1
"v27590",3
"v27591",2
"v27592",4
"v27593",2
"v27594",3
"v27595",4
"v27596",1
"v27597",2
"v27598",1
"v27599",0
"v27600",1
"v27601",4
"v27602",1
"v27603",4
"v27604",3
"v27605",1
"v27606",3
"v27607",0
"v27608",0
"v27609",1
"v27610",2
"v27611",3
"v27612",2
"v27613",2
"v27614",0
"v27615",2
"v27616",3
"v27617",4
"v27618",2
"v27619",0
"v27620",3
"v27621",4
"v27622",4
"v27623",2
"v27624",2
"v27625",2
"v27626",2
"v27627",4
"v27628",2
"v27629",3
"v27630",3
"v27631",1
"v27632",3
"v27633",4
"v27634",4
"v27635",2
"v27636",1
"v27637",4
"v27638",2
"v27639",4
"v27640",2
"v27641",2
"v27642",3
"v27643",1
"v27644",3
"v27645",3
"v27646",2
"v27647",3
"v27648",4
"v27649",2
"v27650",3
"v27651",1
"v27652",2
"v27653",4
"v27654",3
"v27655",2
"v27656",2
"v27657",3
"v27658",4
"v27659",3
"v27660",4
"v27661",1
"v27662",1
"v27663",2
"v27664",4
"v27665",3
"v27666",2
"v27667",3
"v27668",0
"v27669",3
"v27670",2
"v27671",0
"v27672",4
"v27673",3
"v27674",4
"v27675",2
"v27676",1
"v27677",1
"v27678",0
"v27679",1
"v27680",0
"v27681",1
"v27682",3
"v27683",4
"v27684",0
"v27685",2
"v27686",3
"v27687",2
"v27688",0
"v27689",4
"v27690",4
"v27691",4
"v27692",1
"v27693",3
"v27694",2
"v27695",3
"v27696",2
"v27697",3
"v27698",3
"v27699",4
"v27700",3
"v27701",4
"v27702",3
"v27703",3
"v27704",4
"v27705",3
"v27706",0
"v27707",0
"v27708",1
"v27709",4
"v27710",0
"v27711",1
"v27712",4
"v27713",1
"v27714",0
"v27715",3
"v27716",2
"v27717",4
"v27718",2
"v27719",2
"v27720",4
"v27721",2
"v27722",4
"v27723",4
"v27724",3
"v27725",1
"v27726",3
"v27727",2
"v27728",1
"v27729",3
"v27730",2
"v27731",0
"v27732",0
"v27733",3
"v27734",2
"v27735",0
"v27736",1
"v27737",0
"v27738",2
"v27739",2
"v27740",2
"v27741",2
"v27742",4
"v27743",3
"v27744",3
"v27745",4
"v27746",4
"v27747",2
"v27748",4
"v27749",0
"v27750",1
"v27751",4
"v27752",3
"v27753",4
"v27754",1
"v27755",3
"v27756",4
"v27757",1
"v27758",3
"v27759",4
"v27760",3
"v27761",2
"v27762",0
"v27763",2
"v27764",2
"v27765",1
"v27766",1
"v27767",1
"v27768",1
"v27769",1
"v27770",1
"v27771",0
"v27772",2
"v27773",4
"v27774",0
"v27775",3
"v27776",1
"v27777",4
"v27778",3
"v27779",3
"v27780",0
"v27781",4
"v27782",3
"v27783",1
"v27784",2
"v27785",3
"v27786",1
"v27787",0
"v27788",1
"v27789",2
"v27790",1
"v27791",2
"v27792",3
"v27793",1
"v27794",1
"v27795",3
"v27796",1
"v27797",3
"v27798",4
"v27799",3
"v27800",4
"v27801",2
"v27802",3
"v27803",3
"v27804",4
"v27805",3
"v27806",1
"v27807",2
"v27808",4
"v27809",1
"v27810",3
"v27811",4
"v27812",3
"v27813",1
"v27814",1
"v27815",4
"v27816",3
"v27817",1
"v27818",3
"v27819",0
"v27820",3
"v27821",1
"v27822",2
"v27823",1
"v27824",3
"v27825",3
"v27826",0
"v27827",4
"v27828",1
"v27829",3
"v27830",4
"v27831",3
"v27832",1
"v27833",2
"v27834",0
"v27835",4
"v27836",0
"v27837",0
"v27838",1
"v27839",1
"v27840",4
"v27841",3
"v27842",3
"v27843",0
"v27844",0
"v27845",0
"v27846",2
"v27847",0
"v27848",4
"v27849",4
"v27850",1
"v27851",3
"v27852",0
"v27853",1
"v27854",0
"v27855",2
"v27856",3
"v27857",4
"v27858",0
"v27859",0
"v27860",0
"v27861",4
"v27862",3
"v27863",2
"v27864",2
"v27865",2
"v27866",2
"v27867",0
"v27868",3
"v27869",3
"v27870",4
"v27871",2
"v27872",3
"v27873",3
"v27874",2
"v27875",4
"v27876",4
"v27877",1
"v27878",0
"v27879",0
"v27880",4
"v27881",2
"v27882",0
"v27883",3
"v27884",1
"v27885",4
"v27886",4
"v27887",0
"v27888",4
"v27889",0
"v27890",4
"v27891",3
"v27892",2
"v27893",2
"v27894",3
"v27895",1
"v27896",4
"v27897",4
"v27898",3
"v27899",3
"v27900",0
"v27901",2
"v27902",4
"v27903",2
"v27904",1
"v27905",4
"v27906",1
"v27907",2
"v27908",1
"v27909",3
"v27910",4
"v27911",1
"v27912",2
"v27913",4
"v27914",2
"v27915",3
"v27916",0
"v27917",3
"v27918",3
"v27919",2
"v27920",4
"v27921",1
"v27922",1
"v27923",3
"v27924",1
"v27925",4
"v27926",2
"v27927",0
"v27928",3
"v27929",2
"v27930",2
"v27931",3
"v27932",3
"v27933",2
"v27934",0
"v27935",2
"v27936",1
"v27937",3
"v27938",2
"v27939",1
"v27940",3
"v27941",1
"v27942",3
"v27943",0
"v27944",2
"v27945",3
"v27946",4
"v27947",0
"v27948",0
"v27949",2
"v27950",3
"v27951",2
"v27952",0
"v27953",4
"v27954",2
"v27955",3
"v27956",3
"v27957",3
"v27958",0
"v27959",0
"v27960",3
"v27961",0
"v27962",0
"v27963",1
"v27964",1
"v27965",3
"v27966",3
"v27967",3
"v27968",1
"v27969",1
"v27970",0
"v27971",1
"v27972",0
"v27973",1
"v27974",1
"v27975",0
"v27976",1
"v27977",2
"v27978",1
"v27979",4
"v27980",1
"v27981",1
"v27982",4
"v27983",3
"v27984",1
"v27985",0
"v27986",0
"v27987",0
"v27988",0
"v27989",4
"v27990",3
"v27991",3
"v27992",0
"v27993",4
"v27994",1
"v27995",4
"v27996",0
"v27997",0
"v27998",3
"v27999",1
"v28000",4
"v28001",2
"v28002",4
"v28003",2
"v28004",4
"v28005",3
"v28006",3
"v28007",1
"v28008",2
"v28009",2
"v28010",2
"v28011",3
"v28012",3
"v28013",4
"v28014",0
"v28015",4
"v28016",4
"v28017",0
"v28018",3
"v28019",4
"v28020",0
"v28021",3
"v28022",3
"v28023",4
"v28024",4
"v28025",3
"v28026",1
"v28027",0
"v28028",3
"v28029",0
"v28030",2
"v28031",3
"v28032",1
"v28033",3
"v28034",1
"v28035",2
"v28036",2
"v28037",0
"v28038",1
"v28039",1
"v28040",1
"v28041",2
"v28042",4
"v28043",4
"v28044",0
"v28045",1
"v28046",0
"v28047",2
"v28048",3
"v28049",1
"v28050",0
"v28051",1
"v28052",3
"v28053",0
"v28054",1
"v28055",0
"v28056",1
"v28057",3
"v28058",0
"v28059",4
"v28060",4
"v28061",3
"v28062",1
"v28063",3
"v28064",4
"v28065",0
"v28066",1
"v28067",0
"v28068",1
"v28069",4
"v28070",3
"v28071",0
"v28072",0
"v28073",1
"v28074",0
"v28075",2
"v28076",2
"v28077",2
"v28078",2
"v28079",1
"v28080",1
"v28081",2
"v28082",4
"v28083",4
"v28084",0
"v28085",4
"v28086",0
"v28087",4
"v28088",4
"v28089",4
"v28090",3
"v28091",3
"v28092",0
"v28093",2
"v28094",3
"v28095",3
"v28096",4
"v28097",0
"v28098",2
"v28099",1
"v28100",4
"v28101",3
"v28102",4
"v28103",3
"v28104",0
"v28105",2
"v28106",1
"v28107",0
"v28108",2
"v28109",0
"v28110",4
"v28111",4
"v28112",1
"v28113",2
"v28114",0
"v28115",3
"v28116",4
"v28117",0
"v28118",0
"v28119",0
"v28120",3
"v28121",2
"v28122",3
"v28123",0
"v28124",0
"v28125",2
"v28126",1
"v28127",3
"v28128",2
"v28129",2
"v28130",3
"v28131",3
"v28132",2
"v28133",4
"v28134",3
"v28135",0
"v28136",1
"v28137",3
"v28138",4
"v28139",4
"v28140",2
"v28141",4
"v28142",1
"v28143",2
"v28144",0
"v28145",2
"v28146",4
"v28147",3
"v28148",2
"v28149",4
"v28150",1
"v28151",1
"v28152",4
"v28153",4
"v28154",3
"v28155",2
"v28156",3
"v28157",4
"v28158",0
"v28159",1
"v28160",1
"v28161",4
"v28162",1
"v28163",4
"v28164",0
"v28165",3
"v28166",3
"v28167",2
"v28168",4
"v28169",4
"v28170",1
"v28171",2
"v28172",4
"v28173",3
"v28174",1
"v28175",1
"v28176",1
"v28177",0
"v28178",1
"v28179",3
"v28180",4
"v28181",0
"v28182",3
"v28183",1
"v28184",2
"v28185",2
"v28186",4
"v28187",2
"v28188",2
"v28189",2
"v28190",3
"v28191",0
"v28192",1
"v28193",4
"v28194",3
"v28195",3
"v28196",1
"v28197",0
"v28198",0
"v28199",2
"v28200",0
"v28201",0
"v28202",1
"v28203",4
"v28204",4
"v28205",1
"v28206",4
"v28207",1
"v28208",1
"v28209",1
"v28210",4
"v28211",3
"v28212",1
"v28213",2
"v28214",3
"v28215",4
"v28216",2
"v28217",3
"v28218",2
"v28219",0
"v28220",2
"v28221",4
"v28222",4
"v28223",2
"v28224",2
"v28225",4
"v28226",4
"v28227",3
"v28228",1
"v28229",3
"v28230",4
"v28231",1
"v28232",3
"v28233",0
"v28234",2
"v28235",4
"v28236",0
"v28237",2
"v28238",1
"v28239",1
"v28240",2
"v28241",1
"v28242",4
"v28243",0
"v28244",3
"v28245",1
"v28246",0
"v28247",0
"v28248",2
"v28249",2
"v28250",4
"v28251",1
"v28252",1
"v28253",2
"v28254",3
"v28255",1
"v28256",0
"v28257",3
"v28258",2
"v28259",4
"v28260",1
"v28261",0
"v28262",0
"v28263",3
"v28264",4
"v28265",4
"v28266",3
"v28267",4
"v28268",3
"v28269",2
"v28270",3
"v28271",0
"v28272",3
"v28273",1
"v28274",0
"v28275",3
"v28276",0
"v28277",4
"v28278",3
"v28279",1
"v28280",2
"v28281",2
"v28282",2
"v28283",3
"v28284",3
"v28285",1
"v28286",4
"v28287",1
"v28288",4
"v28289",0
"v28290",3
"v28291",2
"v28292",3
"v28293",4
"v28294",4
"v28295",2
"v28296",0
"v28297",0
"v28298",1
"v28299",4
"v28300",3
"v28301",2
"v28302",0
"v28303",3
"v28304",2
"v28305",1
"v28306",1
"v28307",2
"v28308",4
"v28309",3
"v28310",3
"v28311",3
"v28312",0
"v28313",2
"v28314",2
"v28315",1
"v28316",1
"v28317",4
"v28318",0
"v28319",3
"v28320",1
"v28321",4
"v28322",4
"v28323",4
"v28324",0
"v28325",0
"v28326",4
"v28327",1
"v28328",0
"v28329",3
"v28330",2
"v28331",3
"v28332",2
"v28333",3
"v28334",0
"v28335",1
"v28336",4
"v28337",1
"v28338",4
"v28339",1
"v28340",3
"v28341",3
"v28342",4
"v28343",3
"v28344",0
"v28345",0
"v28346",3
"v28347",2
"v28348",0
"v28349",3
"v28350",1
"v28351",4
"v28352",2
"v28353",2
"v28354",0
"v28355",0
"v28356",4
"v28357",0
"v28358",4
"v28359",1
"v28360",0
"v28361",2
"v28362",1
"v28363",2
"v28364",1
"v28365",1
"v28366",0
"v28367",1
"v28368",3
"v28369",3
"v28370",1
"v28371",4
"v28372",2
"v28373",1
"v28374",3
"v28375",3
"v28376",0
"v28377",4
"v28378",4
"v28379",1
"v28380",0
"v28381",0
"v28382",4
"v28383",1
"v28384",3
"v28385",1
"v28386",3
"v28387",2
"v28388",3
"v28389",4
"v28390",3
"v28391",2
"v28392",3
"v28393",0
"v28394",1
"v28395",2
"v28396",1
"v28397",3
"v28398",0
"v28399",1
"v28400",2
"v28401",4
"v28402",2
"v28403",1
"v28404",0
"v28405",4
"v28406",4
"v28407",4
"v28408",0
"v28409",2
"v28410",2
"v28411",3
"v28412",0
"v28413",0
"v28414",2
"v28415",3
"v28416",1
"v28417",3
"v28418",2
"v28419",3
"v28420",3
"v28421",1
"v28422",2
"v28423",3
"v28424",0
"v28425",0
"v28426",2
"v28427",1
"v28428",3
"v28429",3
"v28430",0
"v28431",4
"v28432",2
"v28433",2
"v28434",0
"v28435",1
"v28436",4
"v28437",4
"v28438",4
"v28439",4
"v28440",3
"v28441",4
"v28442",3
"v28443",4
"v28444",2
"v28445",1
"v28446",4
"v28447",4
"v28448",3
"v28449",0
"v28450",3
"v28451",2
"v28452",4
"v28453",3
"v28454",3
"v28455",4
"v28456",0
"v28457",1
"v28458",0
"v28459",1
"v28460",3
"v28461",3
"v28462",1
"v28463",4
"v28464",0
"v28465",0
"v28466",4
"v28467",0
"v28468",3
"v28469",2
"v28470",4
"v28471",2
"v28472",3
"v28473",4
"v28474",3
"v28475",1
"v28476",4
"v28477",0
"v28478",4
"v28479",2
"v28480",0
"v28481",0
"v28482",2
"v28483",3
"v28484",4
"v28485",2
"v28486",4
"v28487",4
"v28488",2
"v28489",2
"v28490",0
"v28491",0
"v28492",2
"v28493",4
"v28494",4
"v28495",2
"v28496",4
"v28497",1
"v28498",2
"v28499",4
"v28500",4
"v28501",4
"v28502",3
"v28503",4
"v28504",1
"v28505",2
"v28506",3
"v28507",4
"v28508",3
"v28509",2
"v28510",0
"v28511",2
"v28512",4
"v28513",3
"v28514",4
"v28515",0
"v28516",0
"v28517",0
"v28518",1
"v28519",1
"v28520",1
"v28521",2
"v28522",2
"v28523",0
"v28524",4
"v28525",2
"v28526",2
"v28527",1
"v28528",2
"v28529",0
"v28530",3
"v28531",3
"v28532",2
"v28533",2
"v28534",0
"v28535",3
"v28536",4
"v28537",1
"v28538",2
"v28539",2
"v28540",4
"v28541",0
"v28542",4
"v28543",2
"v28544",1
"v28545",4
"v28546",4
"v28547",4
"v28548",4
"v28549",0
"v28550",4
"v28551",2
"v28552",2
"v28553",1
"v28554",2
"v28555",2
"v28556",4
"v28557",4
"v28558",2
"v28559",4
"v28560",1
"v28561",4
"v28562",0
"v28563",3
"v28564",2
"v28565",4
"v28566",3
"v28567",0
"v28568",4
"v28569",3
"v28570",4
"v28571",1
"v28572",0
"v28573",4
"v28574",1
"v28575",2
"v28576",0
"v28577",3
"v28578",2
"v28579",1
"v28580",4
"v28581",3
"v28582",2
"v28583",1
"v28584",3
"v28585",2
"v28586",2
"v28587",3
"v28588",4
"v28589",1
"v28590",1
"v28591",4
"v28592",2
"v28593",1
"v28594",3
"v28595",2
"v28596",1
"v28597",2
"v28598",0
"v28599",3
"v28600",0
"v28601",2
"v28602",4
"v28603",2
"v28604",2
"v28605",3
"v28606",4
"v28607",1
"v28608",2
"v28609",3
"v28610",0
"v28611",1
"v28612",0
"v28613",1
"v28614",4
"v28615",2
"v28616",2
"v28617",2
"v28618",3
"v28619",0
"v28620",4
"v28621",3
"v28622",3
"v28623",2
"v28624",1
"v28625",1
"v28626",2
"v28627",2
"v28628",3
"v28629",0
"v28630",0
"v28631",1
"v28632",2
"v28633",3
"v28634",4
"v28635",0
"v28636",3
"v28637",0
"v28638",2
"v28639",0
"v28640",1
"v28641",2
"v28642",4
"v28643",4
"v28644",3
"v28645",1
"v28646",1
"v28647",1
"v28648",4
"v28649",4
"v28650",3
"v28651",3
"v28652",4
"v28653",2
"v28654",4
"v28655",0
"v28656",2
"v28657",2
"v28658",2
"v28659",4
"v28660",1
"v28661",4
"v28662",2
"v28663",2
"v28664",0
"v28665",3
"v28666",1
"v28667",0
"v28668",4
"v28669",0
"v28670",2
"v28671",2
"v28672",2
"v28673",1
"v28674",1
"v28675",2
"v28676",2
"v28677",1
"v28678",4
"v28679",2
"v28680",4
"v28681",4
"v28682",3
"v28683",0
"v28684",0
"v28685",0
"v28686",3
"v28687",3
"v28688",2
"v28689",3
"v28690",2
"v28691",4
"v28692",2
"v28693",2
"v28694",1
"v28695",1
"v28696",1
"v28697",0
"v28698",2
"v28699",2
"v28700",4
"v28701",1
"v28702",1
"v28703",2
"v28704",2
"v28705",0
"v28706",1
"v28707",3
"v28708",2
"v28709",3
"v28710",1
"v28711",2
"v28712",2
"v28713",2
"v28714",2
"v28715",3
"v28716",0
"v28717",4
"v28718",4
"v28719",2
"v28720",4
"v28721",3
"v28722",3
"v28723",4
"v28724",0
"v28725",3
"v28726",0
"v28727",2
"v28728",1
"v28729",2
"v28730",1
"v28731",3
"v28732",1
"v28733",3
"v28734",3
"v28735",0
"v28736",1
"v28737",3
"v28738",3
"v28739",0
"v28740",2
"v28741",0
"v28742",3
"v28743",3
"v28744",2
"v28745",2
"v28746",1
"v28747",3
"v28748",1
"v28749",0
"v28750",1
"v28751",4
"v28752",3
"v28753",2
"v28754",0
"v28755",0
"v28756",4
"v28757",0
"v28758",2
"v28759",3
"v28760",2
"v28761",4
"v28762",3
"v28763",0
"v28764",3
"v28765",1
"v28766",2
"v28767",2
"v28768",2
"v28769",0
"v28770",4
"v28771",3
"v28772",3
"v28773",0
"v28774",4
"v28775",3
"v28776",2
"v28777",4
"v28778",2
"v28779",4
"v28780",0
"v28781",1
"v28782",0
"v28783",2
"v28784",0
"v28785",0
"v28786",2
"v28787",2
"v28788",0
"v28789",3
"v28790",3
"v28791",1
"v28792",3
"v28793",0
